GeneSymbol	VCaP_R1881-33	VCaP_R1881-13	VCaP_Dox-13	VCaP_Dox-32	VCaP_Vehicle-31	VCaP_Vehicle-13
MASP2	3.234085869	4.297735821	6.051005717	5.726203519	3.155396484	4.522682322
RP4-635E18.8	1.728563137	2.461809839	3.827131821	2.72676358	1.901882812	2.553985312
SRM	193.1529905	189.1838273	181.2198635	189.7827452	126.4319824	104.8198138
EXOSC10	74.71853559	77.60959833	89.62728982	83.98431828	74.69212499	66.56324218
RP4-635E18.7	0.0	0.0	0.103435995	0.136338179	0.043224609	0.106416055
RP4-635E18.6	0.334560607	0.333804724	0.310307986	0.749859985	0.302572266	0.266040137
MTOR	207.5948567	195.6512939	119.1065484	117.250834	74.08698046	68.26589906
MTOR-AS1	0.0	0.0	0.155153993	0.0	0.0	0.0
RNU6-537P	0.0	0.0	0.0	0.0	0.0	0.0
ANGPTL7	0.0	0.0	0.051717998	0.204507269	0.0	0.0
RNU6-291P	0.0	0.0	0.0	0.0	0.0	0.0
RPL39P6	0.0	0.0	0.0	0.0	0.0	0.0
UBIAD1	36.46710618	43.43633971	38.73678019	35.58426472	39.42084375	38.46940375
UBE2V2P3	0.0	0.125176771	0.103435995	0.0	0.0	0.106416055
RP11-149P14.1	0.0	0.0	0.0	0.0	0.0	0.0
PTCHD2	4.795368702	4.297735821	5.637261737	3.953807192	8.083001952	5.746466951
RP1-69M21.2	3.234085869	2.253181887	0.20687199	0.204507269	0.043224609	0.0
FBXO2	1.059441923	1.126590943	1.965283908	1.908734506	3.717316406	3.192481639
FBXO44	8.642815684	10.22276967	14.73962931	11.38423795	16.55502539	14.36616738
FBXO6	10.14833842	8.303392509	6.154441713	8.725643457	11.28162305	6.810627497
MAD2L2	31.78325768	24.70154958	25.91071679	28.35834124	27.70697461	19.10168181
DRAXIN	0.278800506	0.208627952	0.155153993	0.272676358	0.518695312	0.266040137
AGTRAP	36.07678547	33.71427712	21.15266101	23.72284315	21.30973242	14.36616738
C1orf167	0.0	0.0	0.0	0.0	0.0	0.0
RP11-56N19.5	0.0	0.0	0.0	0.0	0.0	0.0
MTHFR	96.18617455	86.03816761	58.07931129	66.60120045	62.02731445	52.72915508
CLCN6	21.63491926	19.86138108	21.92843098	20.65523412	23.85998437	20.48509052
NPPA-AS1	0.111520202	0.333804724	0.258589988	0.340845448	0.0	0.159624082
NPPA-AS1_1	0.0	0.0	0.0	0.0	0.0	0.0
NPPA-AS1_2	0.0	0.0	0.0	0.0	0.0	0.0
NPPA	0.055760101	0.166902362	0.0	0.06816909	0.043224609	0.159624082
NPPA-AS1_3	0.0	0.0	0.0	0.0	0.0	0.0
NPPB	0.0	0.0	0.0	0.0	0.0	0.053208027
RP5-934G17.6	0.0	0.0	0.0	0.06816909	0.0	0.0
RNU5E-1	0.055760101	0.0	0.0	0.0	0.043224609	0.0
RNU5E-4P	0.0	0.0	0.0	0.06816909	0.0	0.0
KIAA2013	66.96788152	69.89036409	63.04423906	59.57978423	58.05065039	53.36765141
PLOD1	68.13884365	63.6732511	39.97801213	43.69638638	43.78652929	36.18145858
MFN2	169.5664677	176.582699	145.5344452	153.107775	116.965793	111.0983611
RP5-1077B9.5	0.0	0.0	0.0	0.0	0.0	0.0
MIIP	16.05890914	17.06576651	17.73927317	16.36058148	14.56669336	11.54614193
MIR6729	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL649P	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF8	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-777P	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP89	0.0	0.0	0.0	0.0	0.0	0.0
MIR7846	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF1B	0.167280304	0.125176771	0.103435995	0.204507269	0.0	0.053208027
MIR4632	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1118D24.2	0.0	0.0	0.0	0.0	0.0	0.0
SNORA70	0.0	0.0	0.0	0.0	0.0	0.0
VPS13D	133.6569625	116.9151046	82.54192415	103.3443397	67.17104296	63.53038462
AC243836.1	0.055760101	0.0	0.0	0.0	0.0	0.0
SNORA59A	0.167280304	0.0	0.0	0.204507269	0.086449219	0.106416055
RP5-888M10.2	0.0	0.0	0.103435995	0.0	0.0	0.0
DHRS3	55.64858098	50.15415978	35.58198234	40.49243917	34.79581054	31.65877626
RNU6ATAC18P	0.0	0.04172559	0.051717998	0.06816909	0.0	0.0
MIR6730	0.0	0.0	0.0	0.0	0.043224609	0.0
RP11-474O21.5	0.055760101	0.04172559	0.051717998	0.0	0.043224609	0.0
AADACL4	0.0	0.0	0.0	0.0	0.0	0.0
RP11-474O21.2	0.0	0.0	0.0	0.0	0.0	0.0
AADACL3	0.0	0.0	0.0	0.0	0.0	0.0
C1orf158	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF12	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF1	0.0	0.0	0.0	0.0	0.0	0.0
RP5-845O24.8	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF11	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF30P	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPCL1	0.0	0.0	0.0	0.0	0.086449219	0.0
PRAMEF2	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF4	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF10	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF7	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-1072P	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF29P	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF6	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF28	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF27	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF26	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF25	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF34P	0.055760101	0.0	0.103435995	0.0	0.0	0.053208027
PRAMEF35P	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPCL2	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF36P	0.0	0.0	0.0	0.0	0.043224609	0.0
RP13-221M14.2	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF9	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF13	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF18	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF31P	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF5	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF32P	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-771P	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF8	0.055760101	0.0	0.0	0.0	0.0	0.0
PRAMEF15	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF33P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-219C24.10	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF14	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF19	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF17	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF20	0.0	0.0	0.0	0.0	0.0	0.0
LRRC38	0.0	0.04172559	0.051717998	0.0	0.043224609	0.0
RP4-597A16.2	0.0	0.0	0.0	0.0	0.0	0.0
BRWD1P1	0.0	0.0	0.0	0.0	0.0	0.0
PDPN	0.0	0.0	0.0	0.0	0.0	0.159624082
RNA5SP41	0.0	0.0	0.0	0.0	0.0	0.0
AL359771.1	0.0	0.0	0.0	0.0	0.0	0.0
CTA-520D8.2	0.0	0.0	0.0	0.0	0.0	0.0
SCARNA11	0.0	0.0	0.0	0.0	0.0	0.0
PRDM2	74.27245478	74.35500227	60.09631319	60.05696786	53.38239257	56.50692502
RNU6-1265P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-344F13.1	0.0	0.0	0.0	0.0	0.0	0.0
RP4-704D23.1	0.0	0.0	0.0	0.0	0.0	0.0
KAZN	8.865856089	13.56081691	17.48068318	20.10988141	12.79448437	12.76992656
AL034395.1	0.0	0.0	0.0	0.0	0.0	0.0
TBCAP2	0.0	0.04172559	0.0	0.0	0.0	0.0
TMEM51-AS1	0.334560607	0.667609448	1.137795947	0.272676358	1.815433594	3.086065585
TMEM51	6.858492446	8.720648414	5.585543739	4.22648355	5.446300781	6.172131169
C1orf195	0.055760101	0.0	0.0	0.0	0.0	0.0
RP1-21O18.3	0.0	0.0	0.051717998	0.0	0.0	0.0
RP5-903E17.2	0.0	0.0	0.051717998	0.0	0.0	0.0
FHAD1	0.111520202	0.0	0.0	0.06816909	0.043224609	0.212832109
RP3-467K16.2	0.0	0.0	0.0	0.0	0.0	0.0
RP3-467K16.7	0.0	0.0	0.0	0.0	0.0	0.0
RP3-467K16.4	0.0	0.04172559	0.0	0.0	0.0	0.053208027
EFHD2	11.87690155	14.97948699	16.96350321	14.65635424	16.64147461	13.51483894
CTRC	0.055760101	0.0	0.0	0.06816909	0.0	0.0
CELA2A	0.111520202	0.0	0.0	0.0	0.043224609	0.0
CELA2B	0.055760101	0.125176771	0.155153993	0.0	0.086449219	0.159624082
CASP9	10.20409852	10.68175117	9.826419541	8.589305278	11.62741992	10.3223573
DNAJC16	54.14305825	52.65769521	46.13245385	41.78765187	45.42906445	50.12196174
SCARNA21	0.0	0.0	0.0	0.06816909	0.0	0.0
RP4-680D5.8	0.0	0.083451181	0.20687199	0.0	0.086449219	0.159624082
AGMAT	20.85427784	28.70720626	18.46332514	10.77071614	23.0819414	25.85910128
RP4-680D5.2	0.390320708	0.04172559	0.258589988	0.136338179	0.259347656	0.266040137
CHCHD2P6	0.557601012	0.417255905	0.258589988	0.06816909	0.216123047	0.212832109
RNU7-179P	0.0	0.0	0.0	0.0	0.0	0.0
RP4-680D5.4	0.0	0.0	0.0	0.0	0.0	0.0
DDI2	178.9341647	163.3139612	147.4997291	151.6080551	219.2784433	224.3250432
RSC1A1	0.0	0.0	0.0	0.0	0.0	0.0
RP4-680D5.9	0.0	0.04172559	0.0	0.0	0.0	0.0
PLEKHM2	79.62542449	87.91581918	75.24968649	75.05416755	82.21320702	67.52098667
AL121992.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-288I21.1	0.055760101	0.083451181	0.155153993	0.0	0.172898437	0.532080273
SLC25A34	1.115202024	1.210042124	2.068719903	1.43155088	2.290904297	2.713609393
RP11-169K16.4	0.0	0.0	0.0	0.0	0.0	0.0
TMEM82	0.0	0.083451181	0.051717998	0.06816909	0.0	0.0
FBLIM1	31.16989656	30.25105311	19.80799308	15.67889059	20.66136328	19.58055405
RPL12P14	0.055760101	0.04172559	0.155153993	0.0	0.172898437	0.159624082
UQCRHL	13.71698489	15.39674289	15.15337329	13.0202961	12.62158594	9.737069
RP11-169K16.8	0.0	0.166902362	0.20687199	0.136338179	0.216123047	0.425664219
FLJ37453	7.583373761	5.84158267	4.654619783	5.385358071	6.397242187	3.671353885
SPEN	176.7595208	154.8019408	156.9124047	175.2627291	163.5619219	137.4363346
RP1-134O19.3	0.0	0.0	0.0	0.0	0.0	0.0
ZBTB17	30.94685616	27.78924327	21.72155899	24.26819587	19.66719726	15.90920017
RP11-5P18.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-5P18.3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-5P18.11	0.0	0.0	0.0	0.0	0.0	0.0
TBC1D3P6	0.0	0.0	0.0	0.0	0.0	0.0
C1orf64	0.0	0.0	0.0	0.0	0.0	0.0
RP11-5P18.5	0.0	0.0	0.0	0.0	0.0	0.0
HSPB7	0.0	0.208627952	0.051717998	0.06816909	0.302572266	0.266040137
CLCNKA	0.0	0.125176771	0.051717998	0.0	0.345796875	0.106416055
RP11-5P18.10	0.0	0.0	0.051717998	0.06816909	0.086449219	0.106416055
CLCNKB	0.0	0.04172559	0.0	0.06816909	0.129673828	0.0
FAM131C	0.055760101	0.083451181	0.620615971	0.409014537	0.69159375	0.851328437
EPHA2	0.446080809	0.917962991	0.620615971	0.409014537	1.599310547	1.59624082
RP11-276H7.2	0.111520202	0.083451181	0.0	0.0	0.043224609	0.106416055
RP11-276H7.3	0.0	0.0	0.051717998	0.06816909	0.0	0.0
ARHGEF19-AS1	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF19	5.576010119	5.132247631	3.982285814	4.430990818	4.408910156	4.309850213
ANO7P1	0.223040405	0.125176771	0.310307986	0.204507269	0.475470703	0.425664219
RSG1	5.910570726	5.00707086	3.413387841	6.885078041	6.051445312	2.926441503
MT1XP1	0.055760101	0.04172559	0.20687199	0.0	0.129673828	0.053208027
FBXO42	71.81901033	67.51200543	57.40697732	62.23837872	52.561125	49.90912963
SZRD1	161.0909323	170.1986836	132.5015098	139.7466335	120.942457	108.4379597
RP11-430L17.1	0.0	0.166902362	0.20687199	0.06816909	0.043224609	0.106416055
SPATA21	0.111520202	0.04172559	0.0	0.06816909	0.0	0.0
AL358794.1	0.0	0.0	0.0	0.0	0.0	0.0
NECAP2	56.70802291	54.82742592	45.25324789	44.78709181	47.9793164	45.97173561
RP4-798A10.2	0.167280304	0.166902362	0.413743981	0.136338179	0.345796875	0.425664219
CROCCP3	0.836401518	1.752474801	2.585899879	2.249579954	2.982498047	3.77776994
RNU1-1	0.0	0.0	0.0	0.0	0.086449219	0.0
RP4-798A10.7	0.111520202	0.0	0.051717998	0.272676358	0.172898437	0.159624082
RP4-798A10.4	0.0	0.0	0.0	0.0	0.043224609	0.0
RP5-875O13.1	0.0	0.0	0.0	0.06816909	0.0	0.0
RNU1-6P	0.0	0.0	0.0	0.0	0.0	0.0
FAM231C	0.0	0.0	0.0	0.0	0.0	0.0
RP5-875O13.6	0.0	0.0	0.0	0.0	0.0	0.0
AL355149.1	0.0	0.0	0.0	0.0	0.0	0.0
NBPF1	82.02310884	113.2849782	218.5085398	157.4024277	275.859457	348.1401228
RP5-1182A14.5	0.055760101	0.04172559	0.413743981	0.06816909	0.086449219	0.372456191
CROCCP2	15.11098742	19.48585076	24.72120285	23.72284315	22.21744922	19.20809786
MST1P2	1.39400253	1.460395667	3.103079855	2.181410864	3.976664062	3.086065585
RP1-163M9.8	0.0	0.0	0.0	0.0	0.0	0.0
RNU1-3	0.0	0.0	0.0	0.0	0.0	0.0
FAM231A	0.0	0.0	0.0	0.0	0.0	0.0
RP5-875O13.7	0.0	0.0	0.0	0.0	0.172898437	0.053208027
AL021920.1	0.0	0.0	0.0	0.0	0.0	0.0
EIF1AXP1	19.68331572	21.36350234	19.70455708	16.83776511	17.85176367	18.40997745
ESPNP	0.0	0.083451181	0.310307986	0.204507269	0.432246094	0.585288301
RP1-163M9.7	0.055760101	0.04172559	0.0	0.0	0.0	0.0
RP5-1182A14.7	0.0	0.0	0.0	0.0	0.043224609	0.0
CROCC	15.33402783	17.77510155	26.58305076	25.49523948	44.21877539	34.31917762
CROCCP4	0.0	0.0	0.0	0.06816909	0.043224609	0.0
RNU1-4	0.0	0.0	0.0	0.0	0.086449219	0.0
MST1L	0.167280304	0.250353543	0.465461978	0.613521806	1.556085937	1.064160546
RP11-108M9.1	0.0	0.0	0.0	0.0	0.0	0.053208027
RP11-108M9.2	0.0	0.0	0.0	0.0	0.0	0.106416055
MIR3675	0.0	0.0	0.0	0.0	0.0	0.0
RP11-108M9.3	0.055760101	0.0	0.051717998	0.0	0.043224609	0.0
RNU1-5P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-108M9.4	0.0	0.0	0.0	0.0	0.043224609	0.0
RP11-108M9.5	0.055760101	0.0	0.103435995	0.0	0.043224609	0.0
RNU1-2	0.0	0.0	0.0	0.0	0.043224609	0.0
RP11-108M9.6	0.0	0.0	0.0	0.0	0.0	0.0
MFAP2	0.0	0.0	0.103435995	0.136338179	0.0	0.106416055
RP1-37C10.3	0.0	0.0	0.0	0.0	0.0	0.0
ATP13A2	47.56336631	48.98584325	46.90822381	52.76287528	56.19199218	39.21431614
SDHB	108.1188362	103.6046412	86.42077397	95.36855623	70.06709179	65.87153783
PADI2	1.784323238	1.752474801	4.034003812	1.227043611	4.322460937	6.970251579
RP11-380J14.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-380J14.4	0.0	0.0	0.0	0.0	0.0	0.0
PADI1	0.0	0.0	0.051717998	0.0	0.129673828	0.053208027
PADI3	0.111520202	0.0	0.0	0.0	0.0	0.053208027
MIR3972	0.0	0.0	0.0	0.0	0.0	0.0
PADI4	0.0	0.0	0.0	0.0	0.0	0.0
AC004824.2	0.0	0.0	0.0	0.0	0.0	0.0
PADI6	0.0	0.0	0.051717998	0.0	0.0	0.0
RP1-20B21.4	0.0	0.0	0.0	0.0	0.0	0.0
RCC2	210.4386219	223.3153604	235.678915	204.7799449	259.6934531	235.2858968
AC004824.1	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF10L	58.65962645	69.55655936	87.29997992	79.82600382	57.53195507	56.24088488
RP11-473A10.2	0.0	0.0	0.0	0.0	0.0	0.0
AL136529.1	0.0	0.0	0.0	0.0	0.0	0.0
ACTL8	0.111520202	0.083451181	0.155153993	0.272676358	0.259347656	0.372456191
RP11-174G17.2	0.0	0.0	0.0	0.0	0.0	0.0
IGSF21	4.739608601	8.011313376	2.896207865	2.113241775	4.754707031	3.884185995
RP11-174G17.3	0.0	0.0	0.051717998	0.0	0.043224609	0.0
RP11-174G17	0.0	0.0	0.0	0.0	0.0	0.0
RP11-422P22.1	0.0	0.0	0.0	0.0	0.0	0.0
KLHDC7A	12.60178287	14.14497518	7.654263643	8.248459831	5.186953125	3.990602049
DYNLL1P3	0.0	0.0	0.0	0.0	0.0	0.0
RP1-8B22.2	0.0	0.0	0.0	0.0	0.0	0.0
PAX7	0.0	0.0	0.0	0.0	0.0	0.0
TAS1R2	0.0	0.0	0.0	0.0	0.0	0.0
RP13-279N23.2	0.0	0.0	0.0	0.0	0.0	0.0
ALDH4A1	53.58545724	48.52686175	34.85793037	38.58370466	26.88570703	19.20809786
MIR4695	0.0	0.0	0.0	0.0	0.0	0.0
MIR1290	0.0	0.0	0.0	0.0	0.0	0.0
IFFO2	17.95475258	20.90452084	25.23838282	22.90481408	30.51657422	29.90291136
RP5-1126H10.2	0.892161619	1.043139762	0.827487961	0.545352716	0.734818359	0.957744492
UBR4	158.3586874	121.6300963	145.7413172	163.742153	166.976666	157.9214251
RP1-43E13.2	0.501840911	0.417255905	0.413743981	0.204507269	0.259347656	0.266040137
EMC1	65.18355829	75.06433731	80.68007623	75.94036572	76.07531249	80.8229935
MRTO4	60.83427039	68.76377314	67.75057684	63.94260596	67.56006445	62.3066
AKR7L	0.278800506	0.292079133	0.413743981	0.272676358	0.216123047	0.532080273
AKR7A3	0.501840911	0.709335038	0.827487961	0.818029074	1.858658203	1.59624082
RP4-657E11.10	0.780641417	0.959688581	1.086077949	0.954367253	1.167064453	1.117368574
AKR7A2	34.96158344	39.26378066	35.42682835	33.47102295	45.81808593	35.17050606
RNU6-1099P	0.0	0.0	0.0	0.0	0.043224609	0.053208027
PQLC2	17.11835106	18.19235746	12.61919141	14.86086151	10.63325391	7.289499743
CAPZB	400.0229659	427.8124794	256.366114	289.7867995	201.9885996	173.245337
RN7SL277P	0.0	0.0	0.0	0.0	0.0	0.0
RNU4-28P	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1056L3.1	0.055760101	0.083451181	0.0	0.0	0.043224609	0.0
MINOS1	20.57547734	22.53181887	19.13565911	19.36002142	14.99893945	13.67446302
MINOS1-NBL1	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1056L3.3	0.334560607	0.500707086	0.310307986	0.272676358	0.259347656	0.425664219
NBL1	30.61229555	41.35006019	14.01557735	10.49803978	15.77698242	12.87634261
HTR6	1.003681821	1.752474801	2.99964386	1.704227238	3.155396484	3.511729803
TMCO4	76.33557852	71.68456448	56.47605336	54.6034407	91.37682421	83.43018684
RNF186	0.557601012	0.83451181	0.517179976	0.477183627	1.080615234	0.638496328
RP11-91K11.2	0.0	0.0	0.0	0.0	0.0	0.0
OTUD3	11.09626014	12.26732361	10.55047151	11.45240704	10.20100781	13.62125499
PLA2G2E	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL304P	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2A	6.412411636	18.94341809	78.40448434	21.20058684	68.64067968	166.2218774
PLA2G5	1.728563137	1.919377163	2.379027889	2.249579954	1.556085937	3.618145858
PLA2G2D	0.0	0.0	0.0	0.0	0.0	0.053208027
PLA2G2F	0.0	0.04172559	0.103435995	0.06816909	0.172898437	0.532080273
RP3-340N1.2	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2C	0.0	0.0	0.0	0.0	0.0	0.0
UBXN10-AS1	0.0	0.0	0.0	0.0	0.0	0.0
UBXN10	0.0	0.0	0.0	0.0	0.043224609	0.0
RP3-340N1.6	0.0	0.0	0.0	0.0	0.0	0.0
VWA5B1	1.003681821	0.959688581	2.068719903	1.976903596	2.809599609	3.511729803
RP4-745E8.2	0.0	0.0	0.0	0.0	0.0	0.0
LINC01141	0.0	0.0	0.051717998	0.0	0.129673828	0.319248164
RP4-749H3.2	0.0	0.0	0.0	0.0	0.0	0.0
CAMK2N1	56.3177022	87.08130737	155.1539928	102.6626488	164.8154355	252.2592575
MUL1	32.7869395	29.75034603	29.06551464	33.8118684	24.29223047	22.66661964
RPS4XP4	0.0	0.0	0.0	0.0	0.0	0.0
FAM43B	0.0	0.04172559	0.051717998	0.06816909	0.0	0.106416055
CDA	0.055760101	0.083451181	0.103435995	0.0	0.043224609	0.0
PINK1	34.68278294	35.80055665	35.99572632	38.51553557	42.83558789	31.87160837
MIR6084	0.0	0.0	0.0	0.0	0.0	0.0
PINK1-AS	9.646497505	7.051624794	8.171443618	8.38479801	7.088835937	6.278547224
DDOST	387.1423825	271.4249662	268.2095355	337.5733313	249.0169746	204.1059928
KIF17	0.724881315	0.333804724	0.724051966	0.613521806	1.080615234	0.744912383
RP5-930J4.5	0.0	0.0	0.0	0.0	0.0	0.0
SH2D5	0.334560607	1.126590943	1.189513944	0.954367253	0.907716797	0.478872246
RP5-930J4.2	0.0	0.04172559	0.0	0.0	0.0	0.0
HP1BP3	230.9583391	219.0593501	246.2293865	244.1816786	234.9257519	262.3155747
EIF4G3	225.2150487	257.6555213	191.977207	188.6238707	123.6223828	151.5896698
RNU7-200P	0.0	0.0	0.0	0.0	0.0	0.0
MIR1256	0.0	0.0	0.0	0.0	0.0	0.0
RPS15AP6	0.0	0.0	0.0	0.0	0.0	0.0
RP11-487E1.2	0.0	0.0	0.0	0.0	0.0	0.0
HSPE1P27	0.0	0.0	0.0	0.0	0.0	0.0
ECE1	222.5943239	214.7198887	144.3449313	148.8131224	158.5046426	134.6695172
RP3-329E20.2	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1071N3.1	0.0	0.04172559	0.051717998	0.06816909	0.086449219	0.053208027
PPP1R11P1	0.724881315	0.458981495	0.155153993	0.340845448	0.129673828	0.053208027
RP11-293F5.8	0.0	0.0	0.0	0.0	0.0	0.0
RP11-293F5.1	0.0	0.0	0.0	0.0	0.0	0.0
NBPF2P	0.557601012	0.8762374	1.344667937	0.749859985	1.599310547	1.170576601
HS6ST1P1	2.676484857	1.376944486	1.241231942	2.931270849	0.907716797	1.330200683
CROCCP5	0.0	0.0	0.0	0.0	0.0	0.0
NBPF3	8.085214672	8.553746052	9.826419541	9.543672532	12.9241582	11.06726968
PFN1P10	0.0	0.0	0.0	0.0	0.0	0.0
ALPL	0.669121214	0.250353543	1.189513944	0.340845448	3.155396484	2.607193339
RP11-63N8.3	0.0	0.0	0.0	0.0	0.0	0.0
AL359815.1	0.0	0.0	0.0	0.0	0.0	0.0
RAP1GAP	286.7184403	255.9030465	105.4012791	129.7257773	134.558209	89.28306985
USP48	63.73379566	63.58979992	58.38961927	52.0130153	60.98992382	68.53193919
U7	0.0	0.0	0.0	0.0	0.0	0.0
RP11-132G19.3	0.0	0.0	0.0	0.0	0.0	0.0
LDLRAD2	0.446080809	0.333804724	0.155153993	0.06816909	0.216123047	0.212832109
HSPG2	35.46342435	35.88400783	59.47569722	60.60232058	87.70273241	76.93880751
RP11-26H16.1	0.055760101	0.04172559	0.051717998	0.06816909	0.043224609	0.053208027
CELA3B	0.0	0.0	0.0	0.06816909	0.0	0.0
RN7SL386P	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-1022P	0.0	0.0	0.0	0.0	0.0	0.0
CELA3A	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL186P	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-776P	0.0	0.0	0.0	0.0	0.0	0.0
RP1-224A6.3	0.0	0.125176771	0.051717998	0.0	0.0	0.0
LINC00339	3.457126274	3.004242516	3.671977829	4.771836266	4.192787109	5.533634842
CDC42	275.3991398	265.6668347	207.2857343	232.3884261	207.2620019	211.8743648
CDC42-IT1	0.0	0.083451181	0.0	0.0	0.0	0.0
RP1-224A6.8	0.055760101	0.0	0.0	0.0	0.043224609	0.0
RP1-224A6.9	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	0.390320708	0.292079133	0.620615971	0.409014537	0.69159375	0.744912383
MIR4418	0.0	0.0	0.0	0.0	0.0	0.0
RP11-415K20.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-415K20.2	0.0	0.0	0.0	0.0	0.0	0.0
ZBTB40	57.65594463	53.65910938	37.34039426	38.24285922	42.83558789	34.2659696
ZBTB40-IT1	0.0	0.125176771	0.0	0.0	0.043224609	0.0
EPHA8	3.847446982	5.00707086	11.73998545	9.270996174	16.33890234	14.10012724
AL158086.1	0.0	0.0	0.0	0.0	0.0	0.0
C1QA	0.0	0.0	0.0	0.0	0.0	0.0
C1QC	0.0	0.0	0.0	0.0	0.0	0.0
C1QB	0.0	0.0	0.0	0.0	0.0	0.0
EPHB2	32.8984597	48.86066648	37.18524026	39.6744101	22.43357226	20.59150657
MIR4684	0.0	0.0	0.0	0.0	0.0	0.0
AL611946.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-69E9.1	0.0	0.0	0.0	0.0	0.0	0.0
MIR4253	0.0	0.0	0.051717998	0.0	0.0	0.0
LACTBL1	0.0	0.0	0.0	0.0	0.043224609	0.0
C1orf234	0.0	0.0	0.051717998	0.06816909	0.043224609	0.0
KDM1A	211.1635032	207.4179104	204.7515524	201.7123359	184.4826328	176.9166908
RP1-184J9.2	0.0	0.04172559	0.0	0.0	0.0	0.0
MIR3115	0.0	0.0	0.0	0.0	0.0	0.0
MIR4419A	0.0	0.0	0.0	0.0	0.0	0.0
LUZP1	59.38450776	62.75528811	51.97658757	51.74033894	30.68947265	30.91386387
RP5-979D14.1	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-514P	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-135P	0.0	0.0	0.0	0.0	0.0	0.0
HTR1D	0.278800506	0.250353543	0.155153993	0.136338179	0.086449219	0.106416055
RP5-1057J7.1	0.0	0.0	0.0	0.0	0.0	0.0
LINC01355	1.282482327	0.792786219	1.861847913	1.43155088	1.685759765	1.38340871
HNRNPR	302.4985489	320.9532421	263.8135057	270.2222708	229.2201035	243.9588053
ZNF436	27.93581069	28.45685272	18.82535112	21.26875593	27.18827929	28.35987856
ZNF436-AS1	0.94792172	1.001414172	1.603257925	1.43155088	1.167064453	1.543032792
RP5-1057J7.7	1.561282833	1.794200391	1.034359952	1.499719969	1.556085937	2.075113066
TCEA3	142.0209777	132.8960057	139.4317215	138.9286044	154.5279785	139.6178637
RP4-654C18.1	0.111520202	0.04172559	0.051717998	0.0	0.086449219	0.106416055
